TimestampUtc,MeetingMonth,EventSlug,SubMarketSlug,Label,Pct,EventEndDateUtc
2026-01-16T02:10:02Z,2026-02,fed-decision-dissent-combo-in-january,will-the-january-2026-fomc-decision-result-in-no-change-with-2-dissents-222,Will the January 2026 FOMC decision result in no change with 02 dissents?,34.5000,2026-01-28T00:00:00Z
2026-01-16T02:10:02Z,2026-02,fed-decision-dissent-combo-in-january,will-the-january-2026-fomc-decision-result-in-a-25bp-cut-with-2-dissents-593,Will the January 2026 FOMC decision result in a 25bp cut with 02 dissents?,6.0000,2026-01-28T00:00:00Z
2026-01-16T02:10:02Z,2026-02,fed-decision-dissent-combo-in-january,will-the-january-2026-fomc-decision-result-in-no-change-with-2-dissents,Will the January 2026 FOMC decision result in no change with <2 dissents?,65.0000,2026-01-28T00:00:00Z
2026-01-16T03:15:02Z,2026-02,fed-decision-dissent-combo-in-january,will-the-january-2026-fomc-decision-result-in-no-change-with-2-dissents-222,Will the January 2026 FOMC decision result in no change with 02 dissents?,34.5000,2026-01-28T00:00:00Z
2026-01-16T03:15:02Z,2026-02,fed-decision-dissent-combo-in-january,will-the-january-2026-fomc-decision-result-in-a-25bp-cut-with-2-dissents-593,Will the January 2026 FOMC decision result in a 25bp cut with 02 dissents?,6.0000,2026-01-28T00:00:00Z
2026-01-16T03:15:02Z,2026-02,fed-decision-dissent-combo-in-january,will-the-january-2026-fomc-decision-result-in-no-change-with-2-dissents,Will the January 2026 FOMC decision result in no change with <2 dissents?,64.5000,2026-01-28T00:00:00Z
2026-01-16T04:15:02Z,2026-02,fed-decision-dissent-combo-in-january,will-the-january-2026-fomc-decision-result-in-no-change-with-2-dissents-222,Will the January 2026 FOMC decision result in no change with 02 dissents?,34.0000,2026-01-28T00:00:00Z
2026-01-16T04:15:02Z,2026-02,fed-decision-dissent-combo-in-january,will-the-january-2026-fomc-decision-result-in-a-25bp-cut-with-2-dissents-593,Will the January 2026 FOMC decision result in a 25bp cut with 02 dissents?,6.0000,2026-01-28T00:00:00Z
2026-01-16T04:15:02Z,2026-02,fed-decision-dissent-combo-in-january,will-the-january-2026-fomc-decision-result-in-no-change-with-2-dissents,Will the January 2026 FOMC decision result in no change with <2 dissents?,65.0000,2026-01-28T00:00:00Z
2026-01-16T05:15:02Z,2026-02,fed-decision-dissent-combo-in-january,will-the-january-2026-fomc-decision-result-in-no-change-with-2-dissents-222,Will the January 2026 FOMC decision result in no change with 02 dissents?,34.0000,2026-01-28T00:00:00Z
2026-01-16T05:15:02Z,2026-02,fed-decision-dissent-combo-in-january,will-the-january-2026-fomc-decision-result-in-a-25bp-cut-with-2-dissents-593,Will the January 2026 FOMC decision result in a 25bp cut with 02 dissents?,6.0000,2026-01-28T00:00:00Z
2026-01-16T05:15:02Z,2026-02,fed-decision-dissent-combo-in-january,will-the-january-2026-fomc-decision-result-in-no-change-with-2-dissents,Will the January 2026 FOMC decision result in no change with <2 dissents?,65.0000,2026-01-28T00:00:00Z
